Scientific_Name,Common_Name,Date,Year,Month,Day,Time,Country,Country_State_County,State,County,Locality,Latitude,Longitude,Parent_Species,target_H5_HPAI
Chroicocephalus ridibundus,Black-headed Gull,18/01/2017,2017,1,18,1000,Ireland,IE-C-GY,Connaught,Galway,Nimmos Pier,53.2673,-9.0528,Chroicocephalus ridibundus,1
Larus glaucoides glaucoides,Iceland Gull (glaucoides),18/01/2017,2017,1,18,1100,Ireland,IE-C-GY,Connaught,Galway,South Park & Mutton Island Causeway,53.2629,-9.0567,Larus glaucoides,0
Larus glaucoides glaucoides,Iceland Gull (glaucoides),18/01/2017,2017,1,18,1100,Ireland,IE-C-GY,Connaught,Galway,South Park & Mutton Island Causeway,53.2629,-9.0567,Larus glaucoides,0
Larus glaucoides glaucoides,Iceland Gull (glaucoides),18/01/2017,2017,1,18,1100,Ireland,IE-C-GY,Connaught,Galway,South Park & Mutton Island Causeway,53.2629,-9.0567,Larus glaucoides,0
Larus fuscus graellsii,Lesser Black-backed Gull (graellsii),18/01/2017,2017,1,18,1100,Ireland,IE-C-GY,Connaught,Galway,South Park & Mutton Island Causeway,53.2629,-9.0567,Larus fuscus,0
Pica pica [pica Group],Eurasian Magpie (Eurasian),09/09/2017,2017,9,9,814,Ireland,IE-L-WW,Leinster,Wicklow,"A98, Roundwood IE-Co. Wicklow (53.0756,-6.2199)",53.0756,-6.2199,Pica pica,0
Erithacus rubecula,European Robin,09/09/2017,2017,9,9,814,Ireland,IE-L-WW,Leinster,Wicklow,"A98, Roundwood IE-Co. Wicklow (53.0756,-6.2199)",53.0756,-6.2199,Erithacus rubecula,0
Turdus merula,Eurasian Blackbird,09/09/2017,2017,9,9,814,Ireland,IE-L-WW,Leinster,Wicklow,"A98, Roundwood IE-Co. Wicklow (53.0756,-6.2199)",53.0756,-6.2199,Turdus merula,0
Falco peregrinus [peregrinus Group],Peregrine Falcon (Eurasian),08/09/2017,2017,9,8,1846,Ireland,IE-L-WW,Leinster,Wicklow,"A98, Roundwood IE-Co. Wicklow (53.0756,-6.2199)",53.0756,-6.2199,Falco peregrinus,0
Ardenna grisea,Sooty Shearwater,11/07/2017,2017,7,11,1400,Ireland,IE-M-KY,Munster,Kerry,Ventry-Blasket Whale Watching,52.1333,-10.5158,Ardenna grisea,0
Puffinus puffinus,Manx Shearwater,11/07/2017,2017,7,11,1400,Ireland,IE-M-KY,Munster,Kerry,Ventry-Blasket Whale Watching,52.1333,-10.5158,Puffinus puffinus,0
Puffinus puffinus,Manx Shearwater,11/07/2017,2017,7,11,1400,Ireland,IE-M-KY,Munster,Kerry,Ventry-Blasket Whale Watching,52.1333,-10.5158,Puffinus puffinus,0
Fratercula arctica,Atlantic Puffin,11/07/2017,2017,7,11,1400,Ireland,IE-M-KY,Munster,Kerry,Ventry-Blasket Whale Watching,52.1333,-10.5158,Fratercula arctica,0
Fratercula arctica,Atlantic Puffin,11/07/2017,2017,7,11,1400,Ireland,IE-M-KY,Munster,Kerry,Ventry-Blasket Whale Watching,52.1333,-10.5158,Fratercula arctica,0
Troglodytes troglodytes,Eurasian Wren,13/08/2017,2017,8,13,800,Ireland,IE-M-CE,Munster,Clare,"Sea View House, Doolin",53.0122,-9.3849,Troglodytes troglodytes,0
Fulmarus glacialis,Northern Fulmar,13/08/2017,2017,8,13,1045,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Fulmarus glacialis,0
Fulmarus glacialis,Northern Fulmar,13/08/2017,2017,8,13,1045,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Fulmarus glacialis,0
Pyrrhocorax pyrrhocorax,Red-billed Chough,13/08/2017,2017,8,13,1045,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Pyrrhocorax pyrrhocorax,0
Corvus frugilegus,Rook,13/08/2017,2017,8,13,1045,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Corvus frugilegus,0
Motacilla alba,White Wagtail,13/08/2017,2017,8,13,1045,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Motacilla alba,0
Carduelis carduelis,European Goldfinch,10/09/2017,2017,9,10,704,Ireland,IE-L-WW,Leinster,Wicklow,Kilcoole--marsh and coast,53.0977,-6.039,Carduelis carduelis,0
Cinclus cinclus,White-throated Dipper,09/09/2017,2017,9,9,918,Ireland,IE-L-WW,Leinster,Wicklow,"A98, Roundwood IE-Co. Wicklow (53.0542,-6.2681)",53.0542,-6.2681,Cinclus cinclus,0
Fringilla coelebs [coelebs Group],Common Chaffinch (Common),09/09/2017,2017,9,9,918,Ireland,IE-L-WW,Leinster,Wicklow,"A98, Roundwood IE-Co. Wicklow (53.0542,-6.2681)",53.0542,-6.2681,Fringilla coelebs,0
Gallinula chloropus,Eurasian Moorhen,07/09/2017,2017,9,7,1454,Ireland,IE-L-WW,Leinster,Wicklow,Powerscourt House and Gardens,53.1836,-6.1863,Gallinula chloropus,0
Chroicocephalus ridibundus,Black-headed Gull,08/09/2017,2017,9,8,1909,Ireland,IE-L-WW,Leinster,Wicklow,East Coast NR,53.0685,-6.0393,Chroicocephalus ridibundus,1
Larus argentatus argentatus/argenteus,Herring Gull (European),08/09/2017,2017,9,8,1909,Ireland,IE-L-WW,Leinster,Wicklow,East Coast NR,53.0685,-6.0393,Larus argentatus,0
Muscicapa striata,Spotted Flycatcher,10/09/2017,2017,9,10,700,Ireland,IE-L-DN,Leinster,Dublin,Kilbogget Park,53.2605,-6.1429,Muscicapa striata,0
Corvus corax,Common Raven,10/09/2017,2017,9,10,1030,Ireland,IE-L-WW,Leinster,Wicklow,Kilcoole--marsh and coast,53.0977,-6.039,Corvus corax,0
Corvus corax,Common Raven,10/09/2017,2017,9,10,1030,Ireland,IE-L-WW,Leinster,Wicklow,Kilcoole--marsh and coast,53.0977,-6.039,Corvus corax,0
Gallinula chloropus,Eurasian Moorhen,02/09/2017,2017,9,2,1531,Ireland,IE-L-DN,Leinster,Dublin,Malahide Castle and Gardens,53.4447,-6.1648,Gallinula chloropus,0
Gallinula chloropus,Eurasian Moorhen,02/09/2017,2017,9,2,1531,Ireland,IE-L-DN,Leinster,Dublin,Malahide Castle and Gardens,53.4447,-6.1648,Gallinula chloropus,0
Gallinula chloropus,Eurasian Moorhen,02/09/2017,2017,9,2,1531,Ireland,IE-L-DN,Leinster,Dublin,Malahide Castle and Gardens,53.4447,-6.1648,Gallinula chloropus,0
Columba palumbus,Common Wood-Pigeon,02/09/2017,2017,9,2,1531,Ireland,IE-L-DN,Leinster,Dublin,Malahide Castle and Gardens,53.4447,-6.1648,Columba palumbus,0
Turdus merula,Eurasian Blackbird,02/09/2017,2017,9,2,1531,Ireland,IE-L-DN,Leinster,Dublin,Malahide Castle and Gardens,53.4447,-6.1648,Turdus merula,0
Turdus merula,Eurasian Blackbird,02/09/2017,2017,9,2,1531,Ireland,IE-L-DN,Leinster,Dublin,Malahide Castle and Gardens,53.4447,-6.1648,Turdus merula,0
Turdus merula,Eurasian Blackbird,02/09/2017,2017,9,2,1531,Ireland,IE-L-DN,Leinster,Dublin,Malahide Castle and Gardens,53.4447,-6.1648,Turdus merula,0
Corvus cornix,Hooded Crow,02/09/2017,2017,9,2,1531,Ireland,IE-L-DN,Leinster,Dublin,Malahide Castle and Gardens,53.4447,-6.1648,Corvus cornix,0
Corvus cornix,Hooded Crow,02/09/2017,2017,9,2,1531,Ireland,IE-L-DN,Leinster,Dublin,Malahide Castle and Gardens,53.4447,-6.1648,Corvus cornix,0
Corvus cornix,Hooded Crow,02/09/2017,2017,9,2,1531,Ireland,IE-L-DN,Leinster,Dublin,Malahide Castle and Gardens,53.4447,-6.1648,Corvus cornix,0
Erithacus rubecula,European Robin,02/09/2017,2017,9,2,1531,Ireland,IE-L-DN,Leinster,Dublin,Malahide Castle and Gardens,53.4447,-6.1648,Erithacus rubecula,0
Erithacus rubecula,European Robin,02/09/2017,2017,9,2,1531,Ireland,IE-L-DN,Leinster,Dublin,Malahide Castle and Gardens,53.4447,-6.1648,Erithacus rubecula,0
Erithacus rubecula,European Robin,02/09/2017,2017,9,2,1531,Ireland,IE-L-DN,Leinster,Dublin,Malahide Castle and Gardens,53.4447,-6.1648,Erithacus rubecula,0
Erithacus rubecula,European Robin,02/09/2017,2017,9,2,1531,Ireland,IE-L-DN,Leinster,Dublin,Malahide Castle and Gardens,53.4447,-6.1648,Erithacus rubecula,0
Fulmarus glacialis,Northern Fulmar,15/03/2014,2014,3,15,0,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Fulmarus glacialis,0
Carduelis carduelis,European Goldfinch,03/09/2017,2017,9,3,1513,Ireland,IE-L-MH,Leinster,Meath,Tayto Park,53.5467,-6.4602,Carduelis carduelis,0
Carduelis carduelis,European Goldfinch,03/09/2017,2017,9,3,1513,Ireland,IE-L-MH,Leinster,Meath,Tayto Park,53.5467,-6.4602,Carduelis carduelis,0
Carduelis carduelis,European Goldfinch,03/09/2017,2017,9,3,1513,Ireland,IE-L-MH,Leinster,Meath,Tayto Park,53.5467,-6.4602,Carduelis carduelis,0
Columba livia,Rock Pigeon,03/09/2017,2017,9,3,1737,Ireland,IE-L-MH,Leinster,Meath,Donaghmore Round Tower,53.6706,-6.6618,Columba livia,0
Phalacrocorax carbo,Great Cormorant,04/09/2017,2017,9,4,1102,Ireland,IE-L-MH,Leinster,Meath,Newgrange Tumulus,53.6935,-6.4763,Phalacrocorax carbo,0
Corvus frugilegus,Rook,04/09/2017,2017,9,4,1034,Ireland,IE-L-MH,Leinster,Meath,Newgrange Tumulus,53.6935,-6.4763,Corvus frugilegus,0
Corvus frugilegus,Rook,04/09/2017,2017,9,4,1034,Ireland,IE-L-MH,Leinster,Meath,Newgrange Tumulus,53.6935,-6.4763,Corvus frugilegus,0
Corvus frugilegus,Rook,04/09/2017,2017,9,4,1034,Ireland,IE-L-MH,Leinster,Meath,Newgrange Tumulus,53.6935,-6.4763,Corvus frugilegus,0
Corvus monedula,Eurasian Jackdaw,04/09/2017,2017,9,4,1034,Ireland,IE-L-MH,Leinster,Meath,Newgrange Tumulus,53.6935,-6.4763,Corvus monedula,0
Motacilla alba,White Wagtail,04/09/2017,2017,9,4,1034,Ireland,IE-L-MH,Leinster,Meath,Newgrange Tumulus,53.6935,-6.4763,Motacilla alba,0
Motacilla alba,White Wagtail,04/09/2017,2017,9,4,1034,Ireland,IE-L-MH,Leinster,Meath,Newgrange Tumulus,53.6935,-6.4763,Motacilla alba,0
Motacilla alba,White Wagtail,04/09/2017,2017,9,4,1034,Ireland,IE-L-MH,Leinster,Meath,Newgrange Tumulus,53.6935,-6.4763,Motacilla alba,0
Corvus frugilegus,Rook,04/09/2017,2017,9,4,1437,Ireland,IE-L-MH,Leinster,Meath,Hill of Tara - St. Patrick's Chruch,53.5805,-6.6105,Corvus frugilegus,0
Larus argentatus,Herring Gull,07/09/2017,2017,9,7,1143,Ireland,IE-M-KY,Munster,Kerry,Slea Head (Ceann Sléibhe),52.0979,-10.4537,Larus argentatus,0
Corvus corax,Common Raven,07/09/2017,2017,9,7,1143,Ireland,IE-M-KY,Munster,Kerry,Slea Head (Ceann Sléibhe),52.0979,-10.4537,Corvus corax,0
Corvus corax,Common Raven,07/09/2017,2017,9,7,1143,Ireland,IE-M-KY,Munster,Kerry,Slea Head (Ceann Sléibhe),52.0979,-10.4537,Corvus corax,0
Corvus corax,Common Raven,07/09/2017,2017,9,7,1143,Ireland,IE-M-KY,Munster,Kerry,Slea Head (Ceann Sléibhe),52.0979,-10.4537,Corvus corax,0
Tringa totanus,Common Redshank,05/09/2017,2017,9,5,912,Ireland,IE-C-GY,Connaught,Galway,Kinvarra Shore,53.1398,-8.9365,Tringa totanus,0
Tringa totanus,Common Redshank,05/09/2017,2017,9,5,912,Ireland,IE-C-GY,Connaught,Galway,Kinvarra Shore,53.1398,-8.9365,Tringa totanus,0
Numenius arquata,Eurasian Curlew,05/09/2017,2017,9,5,912,Ireland,IE-C-GY,Connaught,Galway,Kinvarra Shore,53.1398,-8.9365,Numenius arquata,0
Numenius arquata,Eurasian Curlew,05/09/2017,2017,9,5,912,Ireland,IE-C-GY,Connaught,Galway,Kinvarra Shore,53.1398,-8.9365,Numenius arquata,0
Numenius arquata,Eurasian Curlew,05/09/2017,2017,9,5,912,Ireland,IE-C-GY,Connaught,Galway,Kinvarra Shore,53.1398,-8.9365,Numenius arquata,0
Carduelis carduelis,European Goldfinch,05/09/2017,2017,9,5,1745,Ireland,IE-C-GY,Connaught,Galway,Aughnanure Castle,53.4197,-9.2746,Carduelis carduelis,0
Fringilla coelebs,Common Chaffinch,05/09/2017,2017,9,5,1745,Ireland,IE-C-GY,Connaught,Galway,Aughnanure Castle,53.4197,-9.2746,Fringilla coelebs,0
Fringilla coelebs,Common Chaffinch,05/09/2017,2017,9,5,1745,Ireland,IE-C-GY,Connaught,Galway,Aughnanure Castle,53.4197,-9.2746,Fringilla coelebs,0
Fringilla coelebs,Common Chaffinch,05/09/2017,2017,9,5,1745,Ireland,IE-C-GY,Connaught,Galway,Aughnanure Castle,53.4197,-9.2746,Fringilla coelebs,0
Fringilla coelebs,Common Chaffinch,05/09/2017,2017,9,5,1745,Ireland,IE-C-GY,Connaught,Galway,Aughnanure Castle,53.4197,-9.2746,Fringilla coelebs,0
Columba livia (Feral Pigeon),Rock Pigeon (Feral Pigeon),04/09/2017,2017,9,4,1535,Ireland,IE-L-MH,Leinster,Meath,Trim Castle,53.5542,-6.7895,Columba livia,0
Columba livia,Rock Pigeon,04/09/2017,2017,9,4,1535,Ireland,IE-L-MH,Leinster,Meath,Trim Castle,53.5542,-6.7895,Columba livia,0
Corvus monedula,Eurasian Jackdaw,04/09/2017,2017,9,4,1535,Ireland,IE-L-MH,Leinster,Meath,Trim Castle,53.5542,-6.7895,Corvus monedula,0
Corvus monedula,Eurasian Jackdaw,04/09/2017,2017,9,4,1535,Ireland,IE-L-MH,Leinster,Meath,Trim Castle,53.5542,-6.7895,Corvus monedula,0
Corvus monedula,Eurasian Jackdaw,04/09/2017,2017,9,4,1535,Ireland,IE-L-MH,Leinster,Meath,Trim Castle,53.5542,-6.7895,Corvus monedula,0
Aegithalos caudatus,Long-tailed Tit,05/09/2017,2017,9,5,1410,Ireland,IE-C-GY,Connaught,Galway,Kylemore Abbey Grounds,53.5622,-9.8921,Aegithalos caudatus,0
Aegithalos caudatus,Long-tailed Tit,05/09/2017,2017,9,5,1410,Ireland,IE-C-GY,Connaught,Galway,Kylemore Abbey Grounds,53.5622,-9.8921,Aegithalos caudatus,0
Turdus philomelos,Song Thrush,05/09/2017,2017,9,5,1410,Ireland,IE-C-GY,Connaught,Galway,Kylemore Abbey Grounds,53.5622,-9.8921,Turdus philomelos,0
Turdus philomelos,Song Thrush,05/09/2017,2017,9,5,1410,Ireland,IE-C-GY,Connaught,Galway,Kylemore Abbey Grounds,53.5622,-9.8921,Turdus philomelos,0
Turdus philomelos,Song Thrush,05/09/2017,2017,9,5,1410,Ireland,IE-C-GY,Connaught,Galway,Kylemore Abbey Grounds,53.5622,-9.8921,Turdus philomelos,0
Turdus philomelos,Song Thrush,05/09/2017,2017,9,5,1410,Ireland,IE-C-GY,Connaught,Galway,Kylemore Abbey Grounds,53.5622,-9.8921,Turdus philomelos,0
Turdus philomelos,Song Thrush,05/09/2017,2017,9,5,1410,Ireland,IE-C-GY,Connaught,Galway,Kylemore Abbey Grounds,53.5622,-9.8921,Turdus philomelos,0
Turdus philomelos,Song Thrush,05/09/2017,2017,9,5,1410,Ireland,IE-C-GY,Connaught,Galway,Kylemore Abbey Grounds,53.5622,-9.8921,Turdus philomelos,0
Motacilla alba,White Wagtail,05/09/2017,2017,9,5,1512,Ireland,IE-C-GY,Connaught,Galway,Kylemore Abbey Grounds,53.5622,-9.8921,Motacilla alba,0
Motacilla alba,White Wagtail,05/09/2017,2017,9,5,1512,Ireland,IE-C-GY,Connaught,Galway,Kylemore Abbey Grounds,53.5622,-9.8921,Motacilla alba,0
Motacilla alba,White Wagtail,05/09/2017,2017,9,5,1512,Ireland,IE-C-GY,Connaught,Galway,Kylemore Abbey Grounds,53.5622,-9.8921,Motacilla alba,0
Motacilla alba,White Wagtail,05/09/2017,2017,9,5,1512,Ireland,IE-C-GY,Connaught,Galway,Kylemore Abbey Grounds,53.5622,-9.8921,Motacilla alba,0
Motacilla alba,White Wagtail,05/09/2017,2017,9,5,1622,Ireland,IE-C-GY,Connaught,Galway,Kylemore Abbey Grounds,53.5622,-9.8921,Motacilla alba,0
Fringilla coelebs,Common Chaffinch,05/09/2017,2017,9,5,1622,Ireland,IE-C-GY,Connaught,Galway,Kylemore Abbey Grounds,53.5622,-9.8921,Fringilla coelebs,0
Buteo buteo,Common Buzzard,06/09/2017,2017,9,6,1047,Ireland,IE-M-CE,Munster,Clare,Aillwee Cave/Birds of Prey Centre,53.0892,-9.1437,Buteo buteo,1
Fringilla coelebs,Common Chaffinch,06/09/2017,2017,9,6,1310,Ireland,IE-M-CE,Munster,Clare,Aillwee Cave/Birds of Prey Centre,53.0892,-9.1437,Fringilla coelebs,0
Corvus cornix,Hooded Crow,08/09/2017,2017,9,8,1020,Ireland,IE-M-KY,Munster,Kerry,Ross Castle,52.0411,-9.5319,Corvus cornix,0
Corvus cornix,Hooded Crow,08/09/2017,2017,9,8,1020,Ireland,IE-M-KY,Munster,Kerry,Ross Castle,52.0411,-9.5319,Corvus cornix,0
Anas platyrhynchos,Mallard,08/09/2017,2017,9,8,1020,Ireland,IE-M-KY,Munster,Kerry,Ross Castle,52.0411,-9.5319,Anas platyrhynchos,1
Anas platyrhynchos,Mallard,08/09/2017,2017,9,8,1115,Ireland,IE-M-KY,Munster,Kerry,Ross Castle,52.0411,-9.5319,Anas platyrhynchos,1
Motacilla alba,White Wagtail,08/09/2017,2017,9,8,1115,Ireland,IE-M-KY,Munster,Kerry,Ross Castle,52.0411,-9.5319,Motacilla alba,0
Motacilla alba,White Wagtail,08/09/2017,2017,9,8,1115,Ireland,IE-M-KY,Munster,Kerry,Ross Castle,52.0411,-9.5319,Motacilla alba,0
Turdus merula,Eurasian Blackbird,08/09/2017,2017,9,8,1154,Ireland,IE-M-KY,Munster,Kerry,Muckross Abbey,52.0259,-9.4948,Turdus merula,0
Turdus merula,Eurasian Blackbird,08/09/2017,2017,9,8,1154,Ireland,IE-M-KY,Munster,Kerry,Muckross Abbey,52.0259,-9.4948,Turdus merula,0
Turdus merula,Eurasian Blackbird,08/09/2017,2017,9,8,1154,Ireland,IE-M-KY,Munster,Kerry,Muckross Abbey,52.0259,-9.4948,Turdus merula,0
Periparus ater,Coal Tit,08/09/2017,2017,9,8,1212,Ireland,IE-M-KY,Munster,Kerry,Muckross Abbey,52.0259,-9.4948,Periparus ater,0
Periparus ater,Coal Tit,08/09/2017,2017,9,8,1212,Ireland,IE-M-KY,Munster,Kerry,Muckross Abbey,52.0259,-9.4948,Periparus ater,0
Periparus ater,Coal Tit,08/09/2017,2017,9,8,1212,Ireland,IE-M-KY,Munster,Kerry,Muckross Abbey,52.0259,-9.4948,Periparus ater,0
Troglodytes troglodytes,Eurasian Wren,08/09/2017,2017,9,8,1212,Ireland,IE-M-KY,Munster,Kerry,Muckross Abbey,52.0259,-9.4948,Troglodytes troglodytes,0
Troglodytes troglodytes,Eurasian Wren,08/09/2017,2017,9,8,1212,Ireland,IE-M-KY,Munster,Kerry,Muckross Abbey,52.0259,-9.4948,Troglodytes troglodytes,0
Erithacus rubecula,European Robin,08/09/2017,2017,9,8,1212,Ireland,IE-M-KY,Munster,Kerry,Muckross Abbey,52.0259,-9.4948,Erithacus rubecula,0
Turdus philomelos,Song Thrush,08/09/2017,2017,9,8,1212,Ireland,IE-M-KY,Munster,Kerry,Muckross Abbey,52.0259,-9.4948,Turdus philomelos,0
Erithacus rubecula,European Robin,08/09/2017,2017,9,8,1212,Ireland,IE-M-KY,Munster,Kerry,Muckross Abbey,52.0259,-9.4948,Erithacus rubecula,0
Erithacus rubecula,European Robin,08/09/2017,2017,9,8,1212,Ireland,IE-M-KY,Munster,Kerry,Muckross Abbey,52.0259,-9.4948,Erithacus rubecula,0
Corvus frugilegus,Rook,08/09/2017,2017,9,8,1212,Ireland,IE-M-KY,Munster,Kerry,Muckross Abbey,52.0259,-9.4948,Corvus frugilegus,0
Corvus frugilegus,Rook,08/09/2017,2017,9,8,1212,Ireland,IE-M-KY,Munster,Kerry,Muckross Abbey,52.0259,-9.4948,Corvus frugilegus,0
Turdus viscivorus,Mistle Thrush,09/09/2017,2017,9,9,742,Ireland,IE-M-LK,Munster,Limerick,Hazelwood Country House,52.614,-8.8482,Turdus viscivorus,0
Turdus viscivorus,Mistle Thrush,09/09/2017,2017,9,9,742,Ireland,IE-M-LK,Munster,Limerick,Hazelwood Country House,52.614,-8.8482,Turdus viscivorus,0
Turdus viscivorus,Mistle Thrush,09/09/2017,2017,9,9,742,Ireland,IE-M-LK,Munster,Limerick,Hazelwood Country House,52.614,-8.8482,Turdus viscivorus,0
Turdus viscivorus,Mistle Thrush,09/09/2017,2017,9,9,742,Ireland,IE-M-LK,Munster,Limerick,Hazelwood Country House,52.614,-8.8482,Turdus viscivorus,0
Turdus viscivorus,Mistle Thrush,09/09/2017,2017,9,9,742,Ireland,IE-M-LK,Munster,Limerick,Hazelwood Country House,52.614,-8.8482,Turdus viscivorus,0
Turdus viscivorus,Mistle Thrush,09/09/2017,2017,9,9,742,Ireland,IE-M-LK,Munster,Limerick,Hazelwood Country House,52.614,-8.8482,Turdus viscivorus,0
Turdus viscivorus,Mistle Thrush,09/09/2017,2017,9,9,742,Ireland,IE-M-LK,Munster,Limerick,Hazelwood Country House,52.614,-8.8482,Turdus viscivorus,0
Turdus viscivorus,Mistle Thrush,09/09/2017,2017,9,9,742,Ireland,IE-M-LK,Munster,Limerick,Hazelwood Country House,52.614,-8.8482,Turdus viscivorus,0
Haematopus ostralegus,Eurasian Oystercatcher,14/08/2017,2017,8,14,700,Ireland,IE-M-KY,Munster,Kerry,Inch Beach,52.1346,-9.9738,Haematopus ostralegus,0
Larus canus,Mew Gull,14/08/2017,2017,8,14,700,Ireland,IE-M-KY,Munster,Kerry,Inch Beach,52.1346,-9.9738,Larus canus,1
Corvus frugilegus,Rook,14/08/2017,2017,8,14,700,Ireland,IE-M-KY,Munster,Kerry,Inch Beach,52.1346,-9.9738,Corvus frugilegus,0
Corvus frugilegus,Rook,14/08/2017,2017,8,14,700,Ireland,IE-M-KY,Munster,Kerry,Inch Beach,52.1346,-9.9738,Corvus frugilegus,0
Corvus cornix,Hooded Crow,14/08/2017,2017,8,14,700,Ireland,IE-M-KY,Munster,Kerry,Inch Beach,52.1346,-9.9738,Corvus cornix,0
Motacilla alba,White Wagtail,14/08/2017,2017,8,14,700,Ireland,IE-M-KY,Munster,Kerry,Inch Beach,52.1346,-9.9738,Motacilla alba,0
Columba palumbus,Common Wood-Pigeon,02/09/2017,2017,9,2,1531,Ireland,IE-L-DN,Leinster,Dublin,Malahide Castle and Gardens,53.4447,-6.1648,Columba palumbus,0
Columba palumbus,Common Wood-Pigeon,02/09/2017,2017,9,2,1531,Ireland,IE-L-DN,Leinster,Dublin,Malahide Castle and Gardens,53.4447,-6.1648,Columba palumbus,0
Thalasseus sandvicensis sandvicensis,Sandwich Tern (Eurasian),12/09/2017,2017,9,12,735,Ireland,IE-C-GY,Connaught,Galway,South Park & Mutton Island Causeway,53.2629,-9.0567,Thalasseus sandvicensis,0
Thalasseus sandvicensis sandvicensis,Sandwich Tern (Eurasian),12/09/2017,2017,9,12,735,Ireland,IE-C-GY,Connaught,Galway,South Park & Mutton Island Causeway,53.2629,-9.0567,Thalasseus sandvicensis,0
Erithacus rubecula,European Robin,14/08/2017,2017,8,14,700,Ireland,IE-M-KY,Munster,Kerry,Inch Beach,52.1346,-9.9738,Erithacus rubecula,0
Erithacus rubecula,European Robin,14/08/2017,2017,8,14,700,Ireland,IE-M-KY,Munster,Kerry,Inch Beach,52.1346,-9.9738,Erithacus rubecula,0
Morus bassanus,Northern Gannet,14/08/2017,2017,8,14,1400,Ireland,IE-M-KY,Munster,Kerry,Slea Head (Ceann Sléibhe),52.0979,-10.4537,Morus bassanus,0
Larus argentatus,Herring Gull,14/08/2017,2017,8,14,1400,Ireland,IE-M-KY,Munster,Kerry,Slea Head (Ceann Sléibhe),52.0979,-10.4537,Larus argentatus,0
Larus argentatus,Herring Gull,14/08/2017,2017,8,14,1400,Ireland,IE-M-KY,Munster,Kerry,Slea Head (Ceann Sléibhe),52.0979,-10.4537,Larus argentatus,0
Corvus frugilegus,Rook,14/08/2017,2017,8,14,1400,Ireland,IE-M-KY,Munster,Kerry,Slea Head (Ceann Sléibhe),52.0979,-10.4537,Corvus frugilegus,0
Corvus monedula,Eurasian Jackdaw,14/08/2017,2017,8,14,1400,Ireland,IE-M-KY,Munster,Kerry,Slea Head (Ceann Sléibhe),52.0979,-10.4537,Corvus monedula,0
Corvus monedula,Eurasian Jackdaw,14/08/2017,2017,8,14,1400,Ireland,IE-M-KY,Munster,Kerry,Slea Head (Ceann Sléibhe),52.0979,-10.4537,Corvus monedula,0
Corvus monedula,Eurasian Jackdaw,14/08/2017,2017,8,14,1400,Ireland,IE-M-KY,Munster,Kerry,Slea Head (Ceann Sléibhe),52.0979,-10.4537,Corvus monedula,0
Saxicola rubicola,European Stonechat,14/08/2017,2017,8,14,1400,Ireland,IE-M-KY,Munster,Kerry,Slea Head (Ceann Sléibhe),52.0979,-10.4537,Saxicola rubicola,0
Saxicola rubicola,European Stonechat,14/08/2017,2017,8,14,1400,Ireland,IE-M-KY,Munster,Kerry,Slea Head (Ceann Sléibhe),52.0979,-10.4537,Saxicola rubicola,0
Sturnus vulgaris,European Starling,14/08/2017,2017,8,14,1400,Ireland,IE-M-KY,Munster,Kerry,Slea Head (Ceann Sléibhe),52.0979,-10.4537,Sturnus vulgaris,0
Sturnus vulgaris,European Starling,14/08/2017,2017,8,14,1400,Ireland,IE-M-KY,Munster,Kerry,Slea Head (Ceann Sléibhe),52.0979,-10.4537,Sturnus vulgaris,0
Corvus corax,Common Raven,14/08/2017,2017,8,14,1400,Ireland,IE-M-KY,Munster,Kerry,Slea Head (Ceann Sléibhe),52.0979,-10.4537,Corvus corax,0
Columba livia,Rock Pigeon,14/08/2017,2017,8,14,1400,Ireland,IE-M-KY,Munster,Kerry,Slea Head (Ceann Sléibhe),52.0979,-10.4537,Columba livia,0
Passer domesticus,House Sparrow,14/08/2017,2017,8,14,1400,Ireland,IE-M-KY,Munster,Kerry,Slea Head (Ceann Sléibhe),52.0979,-10.4537,Passer domesticus,0
Ardea cinerea,Gray Heron,14/08/2017,2017,8,14,1700,Ireland,IE-M-KY,Munster,Kerry,Dingle,52.139,-10.2737,Ardea cinerea,1
Larus marinus,Great Black-backed Gull,14/08/2017,2017,8,14,1700,Ireland,IE-M-KY,Munster,Kerry,Dingle,52.139,-10.2737,Larus marinus,1
Larus marinus,Great Black-backed Gull,14/08/2017,2017,8,14,1700,Ireland,IE-M-KY,Munster,Kerry,Dingle,52.139,-10.2737,Larus marinus,1
Larus argentatus,Herring Gull,14/08/2017,2017,8,14,1700,Ireland,IE-M-KY,Munster,Kerry,Dingle,52.139,-10.2737,Larus argentatus,0
Corvus monedula,Eurasian Jackdaw,14/08/2017,2017,8,14,1700,Ireland,IE-M-KY,Munster,Kerry,Dingle,52.139,-10.2737,Corvus monedula,0
Phalacrocorax aristotelis,European Shag,14/08/2017,2017,8,14,1400,Ireland,IE-M-KY,Munster,Kerry,Slea Head (Ceann Sléibhe),52.0979,-10.4537,Phalacrocorax aristotelis,0
